Accession,Pos1_Stop,Pos1_No_Stop,Pos1_difference,Pos2_Stop,Pos2_No_Stop,Pos2_difference,Pos3_Stop,Pos3_No_Stop,Pos3_difference,Pos4_Stop,Pos4_No_Stop,Pos4_difference,Pos5_Stop,Pos5_No_Stop,Pos5_difference
AE000657,0.25,0.25396825396825395,0.003968253968253954,0.20512820512820512,0.1952054794520548,-0.009922725676150324,0.10909090909090909,0.14855072463768115,0.03945981554677207,0.05970149253731343,0.10984848484848485,0.050146992311171416,0.04878048780487805,0.05622489959839357,0.007444411793515522
AE014184,0.2727272727272727,0.21024258760107817,-0.06248468512619454,0.25925925925925924,0.17464788732394365,-0.0846113719353156,0.225,0.14327485380116958,-0.08172514619883042,0.1694915254237288,0.09287925696594428,-0.07661226845778453,0.10256410256410256,0.03618421052631579,-0.06637989203778677
AE015928,0.3037974683544304,0.282824427480916,-0.02097304087351437,0.24181360201511334,0.23617886178861788,-0.0056347402264954605,0.18888888888888888,0.18903754855416488,0.0001486596652759964,0.14119359534206696,0.13410138248847928,-0.007092212853587687,0.05896805896805897,0.08027410670582477,0.0213060477377658
AE016825,0.13043478260869565,0.10376282782212087,-0.026671954786574775,0.09345794392523364,0.08249027237354085,-0.010967671551692787,0.09876543209876543,0.06242544731610338,-0.036339984782662045,0.08490566037735849,0.043407707910750506,-0.04149795246660798,0.06296296296296296,0.02035729123390112,-0.042605671729061836
AE017282,0.23529411764705882,0.07057949479940565,-0.16471462284765317,0.13513513513513514,0.05656108597285068,-0.07857404916228447,0.07407407407407407,0.04430863254392666,-0.02976544153014741,0.04225352112676056,0.03173374613003096,-0.010519774996729604,0.03225806451612903,0.014960629921259842,-0.01729743459486919
AL935263,0.23943661971830985,0.3196765498652291,0.08023993014691924,0.2426470588235294,0.2684057971014493,0.025758738277919885,0.2064676616915423,0.20877742946708464,0.002309767775542343,0.13714285714285715,0.14266304347826086,0.005520186335403715,0.08150470219435736,0.07137601177336277,-0.010128690420994596
AM180252,0.3684210526315789,0.3658170914542729,-0.0026039611773060467,0.34394904458598724,0.30082644628099175,-0.043122598304995485,0.285,0.24733096085409254,-0.03766903914590744,0.18326693227091634,0.17221135029354206,-0.011055581977374274,0.09965635738831616,0.10191082802547771,0.002254470637161554
AM236080,0.045454545454545456,0.10871080139372823,0.06325625593918277,0.0546875,0.08903133903133903,0.03434383903133903,0.06735751295336788,0.06744440393729494,8.689098392705707e-05,0.036101083032490974,0.03798420458819105,0.0018831215557000777,0.020958083832335328,0.016910069177555727,-0.004048014654779601
AM260479,0.09090909090909091,0.07155963302752294,-0.019349457881567972,0.08771929824561403,0.061224489795918366,-0.026494808449695664,0.08602150537634409,0.045283018867924525,-0.04073848650841957,0.046875,0.029256594724220625,-0.017618405275779375,0.03184713375796178,0.01556420233463035,-0.016282931423331433
AM260525,0.2923076923076923,0.26383319967923013,-0.02847449262846219,0.2713178294573643,0.22400676246830092,-0.0473110669890634,0.165,0.17446043165467626,0.009460431654676249,0.12890625,0.13068181818181818,0.0017755681818181768,0.0736196319018405,0.06896551724137931,-0.004654114660461187
AM494475,0.35365853658536583,0.3518987341772152,-0.001759802408150657,0.3670886075949367,0.28291316526610644,-0.08417544232883029,0.27601809954751133,0.21351766513056836,-0.06250043441694297,0.21611721611721613,0.14524207011686144,-0.07087514600035469,0.12258064516129032,0.08896797153024912,-0.0336126736310412
AM711867,0.0,0.03380102040816327,0.03380102040816327,0.0,0.030089628681177975,0.030089628681177975,0.03571428571428571,0.02258064516129032,-0.013133640552995391,0.0,0.01495448634590377,0.01495448634590377,0.0,0.005252790544977019,0.005252790544977019
AM743169,0.17647058823529413,0.07441860465116279,-0.10205198358413134,0.0379746835443038,0.05798816568047337,0.020013482136169575,0.03773584905660377,0.04784688995215311,0.010111040895549338,0.0136986301369863,0.03241491085899514,0.018716280722008836,0.02040816326530612,0.01240694789081886,-0.008001215374487261
AM889285,0.05405405405405406,0.08370044052863436,0.029646386474580302,0.06666666666666667,0.07194645844952594,0.005279791782859269,0.056818181818181816,0.057223796033994336,0.0004056142158125192,0.06299212598425197,0.03592120509849363,-0.02707092088575834,0.03125,0.017129356172474897,-0.014120643827525103
AM902716,0.12195121951219512,0.07466880770774789,-0.04728241180444723,0.0963855421686747,0.0587995100040833,-0.0375860321645914,0.12931034482758622,0.04594370860927152,-0.0833666362183147,0.08484848484848485,0.02619349387410224,-0.05865499097438261,0.06735751295336788,0.01453612654980761,-0.052821386403560266
AM942759,0.34210526315789475,0.3476983349657199,0.005593071807825145,0.27440633245382584,0.29561078794288737,0.021204455489061524,0.2099644128113879,0.22014051522248243,0.01017610241109454,0.14553314121037464,0.1548223350253807,0.009289193815006064,0.0761904761904762,0.06853146853146853,-0.007659007659007663
AM999887,0.46774193548387094,0.34023668639053256,-0.12750524909333838,0.33,0.30094043887147337,-0.029059561128526645,0.21875,0.22837370242214533,0.00962370242214533,0.16203703703703703,0.14559386973180077,-0.01644316730523626,0.05555555555555555,0.0823045267489712,0.02674897119341564
AP006628,0.43902439024390244,0.35608856088560886,-0.08293582935829358,0.36486486486486486,0.3143418467583497,-0.05052301810651516,0.23684210526315788,0.255863539445629,0.019021434182471125,0.13245033112582782,0.19212962962962962,0.0596792985038018,0.050505050505050504,0.09350649350649351,0.043001443001443006
AP006840,0.047619047619047616,0.08280254777070063,0.035183500151653016,0.0784313725490196,0.06911984087518648,-0.009311531673833126,0.06896551724137931,0.052151898734177214,-0.016813618507202095,0.034782608695652174,0.03852080123266564,0.0037381925370134628,0.005917159763313609,0.011093502377179081,0.005176342613865472
AP007255,0.14285714285714285,0.10212136161815491,-0.04073578123898794,0.14102564102564102,0.08266129032258064,-0.05836435070306038,0.07563025210084033,0.06330416881111683,-0.012326083289723497,0.050955414012738856,0.04461942257217848,-0.006335991440560379,0.035,0.022556390977443608,-0.012443609022556396
AP008230,0.2648648648648649,0.2698011991164405,0.004936334251575636,0.22613065326633167,0.21718538565629228,-0.008945267610039387,0.18104906937394247,0.16250452406804197,-0.018544545305900495,0.12990527740189445,0.11510516252390057,-0.014800114877993875,0.06777777777777778,0.05704971475142624,-0.010728063026351542
AP008955,0.215,0.2097463664861784,-0.005253633513821604,0.2036082474226804,0.16501053899427884,-0.03859770842840157,0.15925925925925927,0.12496055538024614,-0.034298703879013126,0.11695906432748537,0.08330578512396694,-0.03365327920351843,0.0625,0.03614876607577337,-0.026351233924226627
AP008971,0.3522727272727273,0.3442622950819672,-0.008010432190760086,0.2684563758389262,0.2786885245901639,0.010232148751237735,0.21782178217821782,0.21005385996409337,-0.007767922214124451,0.14644351464435146,0.15384615384615385,0.007402639201802397,0.06810035842293907,0.08333333333333333,0.015232974910394256
AP009152,0.25,0.04002624671916011,-0.2099737532808399,0.2222222222222222,0.03686635944700461,-0.1853558627752176,0.058823529411764705,0.03176704169424222,-0.027056487717522483,0.03333333333333333,0.02336448598130841,-0.009968847352024923,0.0,0.014150943396226415,0.014150943396226415
AP009153,0.10344827586206896,0.09735888140859658,-0.006089394453472383,0.07142857142857142,0.08455882352941177,0.013130252100840345,0.0851063829787234,0.06591639871382636,-0.019189984264897042,0.05303030303030303,0.04649890590809628,-0.006531397122206753,0.005555555555555556,0.020786516853932586,0.01523096129837703
AP009178,0.23076923076923078,0.2630057803468208,0.032236549577590035,0.24489795918367346,0.21052631578947367,-0.03437164339419979,0.16176470588235295,0.1611842105263158,-0.0005804953560371584,0.13095238095238096,0.11458333333333333,-0.01636904761904763,0.11538461538461539,0.048507462686567165,-0.06687715269804823
AP009179,0.18181818181818182,0.2720306513409962,0.09021246952281436,0.15267175572519084,0.21487603305785125,0.0622042773326604,0.12690355329949238,0.1574279379157428,0.030524384616250427,0.10245901639344263,0.1111111111111111,0.00865209471766848,0.04377104377104377,0.05236907730673317,0.008598033535689394
AP009380,0.14285714285714285,0.16815597075548336,0.02529882789834051,0.09090909090909091,0.13877207737594618,0.04786298646685527,0.06086956521739131,0.1103388357949609,0.04946927057756959,0.06206896551724138,0.08652988403211419,0.02446091851487281,0.057291666666666664,0.04655493482309125,-0.010736731843575417
AP009384,0.08695652173913043,0.057722308892355696,-0.029234212846774736,0.09433962264150944,0.04656669297553275,-0.04777292966597669,0.05333333333333334,0.03821656050955414,-0.015116772823779198,0.037037037037037035,0.025413473174667203,-0.011623563862369832,0.014925373134328358,0.015083571137382797,0.00015819800305443867
AP009389,0.21666666666666667,0.232461355529132,0.015794688862465323,0.16666666666666666,0.1797966963151207,0.013130029648454056,0.11864406779661017,0.14276228419654716,0.024118216399936984,0.07453416149068323,0.09084507042253522,0.016310908931851983,0.04639175257731959,0.0465288035450517,0.0001370509677321094
AP009484,0.34234234234234234,0.3179959100204499,-0.02434643232189243,0.2670157068062827,0.2572383073496659,-0.00977739945661682,0.23938223938223938,0.1963855421686747,-0.042996697213564666,0.15625,0.13263979193758127,-0.02361020806241873,0.10455764075067024,0.06843575418994413,-0.03612188656072611
AP009510,0.2972972972972973,0.2736842105263158,-0.023613086770981506,0.21739130434782608,0.22121896162528218,0.003827657277456098,0.19387755102040816,0.16666666666666666,-0.0272108843537415,0.17073170731707318,0.11311053984575835,-0.057621167471314835,0.08333333333333333,0.0625,-0.02083333333333333
AP009552,0.25906735751295334,0.271523178807947,0.012455821294993674,0.22746781115879827,0.2248062015503876,-0.0026616096084106644,0.16936671575846834,0.18397626112759644,0.01460954536912809,0.1281216069489685,0.13203577064702787,0.003914163698059359,0.06636771300448431,0.08536585365853659,0.01899814065405228
AP010904,0.16071428571428573,0.09867301803334468,-0.06204126768094105,0.15178571428571427,0.08116545265348596,-0.07062026163222831,0.12658227848101267,0.0662671836446951,-0.06031509483631757,0.09615384615384616,0.04951560818083961,-0.04663823797300655,0.0457516339869281,0.014875418371141688,-0.030876215615786413
AP010946,0.0,0.08314606741573034,0.08314606741573034,0.02,0.06796116504854369,0.04796116504854368,0.013888888888888888,0.05610179294389821,0.04221290405500932,0.0196078431372549,0.0394349617422013,0.019827118604946396,0.0072992700729927005,0.019230769230769232,0.011931499157776531
AP010953,0.22325581395348837,0.21952043228638973,-0.003735381667098636,0.16184971098265896,0.1833922261484099,0.021542515165750925,0.1127348643006263,0.14312198739340007,0.030387123092773763,0.08907563025210084,0.10461061604029447,0.015534985788193623,0.06258890469416785,0.06550748079255965,0.0029185760983918008
AP010968,0.08333333333333333,0.044256490952006296,-0.03907684238132703,0.12244897959183673,0.03724985139686943,-0.0851991281949673,0.06382978723404255,0.028588564574170333,-0.035241222659872215,0.03676470588235294,0.02036290322580645,-0.01640180265654649,0.031746031746031744,0.009781944161402078,-0.021964087584629664
AP011112,0.1875,0.2528301886792453,0.06533018867924528,0.16,0.2265625,0.0665625,0.11363636363636363,0.16455696202531644,0.05092059838895281,0.11864406779661017,0.10810810810810811,-0.010535959688502058,0.028169014084507043,0.05714285714285714,0.028973843058350098
AP011121,0.16363636363636364,0.16546762589928057,0.0018312622629169384,0.15126050420168066,0.12518853695324283,-0.026071967248437827,0.1377245508982036,0.09233176838810642,-0.04539278251009718,0.08823529411764706,0.0652699435938759,-0.02296535052377116,0.05976095617529881,0.02847571189279732,-0.031285244282501484
AP011529,0.34,0.3333333333333333,-0.00666666666666671,0.2765957446808511,0.2738336713995943,-0.0027620732812567717,0.20833333333333334,0.19187358916478556,-0.016459744168547785,0.15254237288135594,0.12682926829268293,-0.025713104588673014,0.10396039603960396,0.07012987012987013,-0.03383052590973383
AP011615,0.25957446808510637,0.2671719564187589,0.007597488333652536,0.2032854209445585,0.22065491183879093,0.017369490894232426,0.1407702523240372,0.16468682505399568,0.02391657272995848,0.10858324715615306,0.11346704871060172,0.004883801554448661,0.061447811447811446,0.05353319057815846,-0.007914620869652986
AP012027,0.3,0.2707482993197279,-0.029251700680272108,0.2413793103448276,0.2220609579100145,-0.019318352434813085,0.1987179487179487,0.17411402157164868,-0.024603927146300025,0.12234042553191489,0.1312803889789303,0.008939963447015406,0.05508474576271186,0.05799648506151142,0.002911739298799558
AP012029,0.27586206896551724,0.16904761904761906,-0.10681444991789818,0.19642857142857142,0.15085158150851583,-0.0455769899200556,0.18478260869565216,0.12531328320802004,-0.05946932548763212,0.12,0.08077260755048288,-0.03922739244951712,0.08040201005025126,0.03944954128440367,-0.040952468765847586
AP012035,0.17647058823529413,0.06416382252559727,-0.11230676570969686,0.07894736842105263,0.05055401662049862,-0.02839335180055401,0.07692307692307693,0.04125874125874126,-0.03566433566433567,0.05555555555555555,0.027659574468085105,-0.027895981087470448,0.02197802197802198,0.014378145219266714,-0.007599876758755265
AP012044,0.15151515151515152,0.1722860318636532,0.02077088034850169,0.10552763819095477,0.1404386302424009,0.03491099205144614,0.08934707903780069,0.1088950937375349,0.019548014699734217,0.057356608478802994,0.06800166875260742,0.010645060273804428,0.026915113871635612,0.03498920086393088,0.008074086992295271
AP012046,0.3006535947712418,0.32046070460704607,0.01980710983580425,0.2846975088967972,0.2559347181008902,-0.02876279079590699,0.20588235294117646,0.200796812749004,-0.005085540192172472,0.16981132075471697,0.1293402777777778,-0.04047104297693918,0.09481216457960644,0.06261682242990654,-0.03219534214969989
AP012050,0.38922155688622756,0.3660403618649965,-0.02318119502123106,0.2913907284768212,0.30030721966205837,0.008916491185237185,0.2198581560283688,0.2286198137171888,0.008761657688820007,0.14779270633397312,0.15881809787626963,0.011025391542296509,0.0722495894909688,0.08442211055276382,0.01217252106179502
AP012051,0.21428571428571427,0.3208791208791209,0.10659340659340663,0.22580645161290322,0.2660332541567696,0.040226802543866375,0.16842105263157894,0.2036082474226804,0.03518719479110147,0.07575757575757576,0.11965811965811966,0.043900543900543904,0.04516129032258064,0.057926829268292686,0.012765538945712043
AP012052,0.0,0.036382536382536385,0.036382536382536385,0.09090909090909091,0.03185378590078329,-0.05905530500830762,0.030303030303030304,0.026260504201680673,-0.004042526101349631,0.043478260869565216,0.01956636700158646,-0.023911893867978755,0.03125,0.01014415376401495,-0.02110584623598505
AP012057,0.08333333333333333,0.04250657318141981,-0.04082676015191352,0.04,0.0370207139709123,-0.002979286029087702,0.057692307692307696,0.025423728813559324,-0.03226857887874837,0.014084507042253521,0.017094017094017096,0.0030095100517635743,0.0,0.007720254314259764,0.007720254314259764
AP012157,0.3492647058823529,0.3090292496820687,-0.040235456200284236,0.2478813559322034,0.24502084298286245,-0.0028605129493409487,0.16323296354992076,0.185,0.02176703645007924,0.11618798955613577,0.1260053619302949,0.009817372374159139,0.07167235494880546,0.06963470319634703,-0.0020376517524584303
AP012200,0.3523809523809524,0.3879472693032015,0.0355663169222491,0.32653061224489793,0.3305870236869207,0.004056411442022789,0.2425249169435216,0.24942263279445728,0.006897715850935682,0.16883116883116883,0.16879795396419436,-3.321486697446807e-05,0.08222222222222222,0.09344490934449093,0.011222687122268704
AP012204,0.07142857142857142,0.09152663568108688,0.020098064252515452,0.06666666666666667,0.076,0.009333333333333332,0.04878048780487805,0.05958549222797927,0.01080500442310122,0.03048780487804878,0.04509582863585118,0.014608023757802402,0.017316017316017316,0.020431765612952967,0.003115748296935651
AP012224,0.06976744186046512,0.09752066115702479,0.027753219296559675,0.04395604395604396,0.07925801011804384,0.03530196616199988,0.03759398496240601,0.06266094420600858,0.02506695924360257,0.04371584699453552,0.042105263157894736,-0.0016105838366407832,0.03056768558951965,0.022381378692927483,-0.008186306896592166
AP012273,0.1282051282051282,0.15409309791332262,0.02588796970819443,0.13414634146341464,0.12385702410640066,-0.01028931735701398,0.13392857142857142,0.10144927536231885,-0.03247929606625258,0.07586206896551724,0.07543859649122807,-0.00042347247428917156,0.03278688524590164,0.043557168784029036,0.010770283538127395
AP012292,0.28,0.24692251991310643,-0.033077480086893596,0.21081081081081082,0.19753086419753085,-0.01327994661327997,0.17338709677419356,0.15652879156528793,-0.016858305208905633,0.10032362459546926,0.11262798634812286,0.012304361752653606,0.0633245382585752,0.056261343012704176,-0.007063195245871026
AP012304,0.06060606060606061,0.08242303872889771,0.021816978122837102,0.06451612903225806,0.0690176322418136,0.0045015032095555435,0.06862745098039216,0.04987146529562982,-0.01875598568476234,0.04225352112676056,0.029921259842519685,-0.012332261284240878,0.011904761904761904,0.016498137307078234,0.00459337540231633
AP012320,0.0,0.049162011173184354,0.049162011173184354,0.041666666666666664,0.041666666666666664,0.0,0.03333333333333333,0.0384180790960452,0.0050847457627118675,0.021739130434782608,0.029646522234891677,0.007907391800109069,0.0,0.01447596988998263,0.01447596988998263
AP012331,0.09523809523809523,0.09414893617021276,-0.0010891590678824697,0.10294117647058823,0.081445523193096,-0.021495653277492227,0.0380952380952381,0.06274078150798018,0.024645543412742082,0.021897810218978103,0.04593837535014006,0.024040565131161956,0.011049723756906077,0.021826536473291212,0.010776812716385135
AP012333,0.2727272727272727,0.15856031128404668,-0.11416696144322602,0.208955223880597,0.12977867203219315,-0.07917655184840386,0.1717171717171717,0.10083160083160084,-0.07088557088557088,0.09923664122137404,0.06989247311827956,-0.02934416810309448,0.04938271604938271,0.03781979977753059,-0.011562916271852124
AP012334,0.3111111111111111,0.24722838137472283,-0.06388272973638828,0.20481927710843373,0.21412037037037038,0.00930109326193665,0.20588235294117646,0.16276202219482122,-0.04312033074635524,0.1043956043956044,0.11241830065359477,0.008022696257990375,0.07488986784140969,0.05694444444444444,-0.017945423396965247
AP012337,0.2054794520547945,0.15276145710928318,-0.052717994945511326,0.19117647058823528,0.13132530120481928,-0.059851169383416,0.13043478260869565,0.10582885489871847,-0.024605927709977174,0.07534246575342465,0.07326478149100257,-0.0020776842624220804,0.047493403693931395,0.037383177570093455,-0.01011022612383794
AP012338,0.0,0.0225123818099955,0.0225123818099955,0.0,0.018978761861726163,0.018978761861726163,0.045454545454545456,0.013630168105406633,-0.03182437734913882,0.03225806451612903,0.00958029197080292,-0.02267777254532611,0.022727272727272728,0.0036714089031665903,-0.019055863824106137
AP012342,0.20408163265306123,0.1461794019933555,-0.05790223065970573,0.20481927710843373,0.12136752136752137,-0.08345175574091236,0.13559322033898305,0.09427312775330396,-0.04132009258567909,0.09210526315789473,0.06630336058128973,-0.025801902576605,0.041237113402061855,0.02927289896128423,-0.011964214440777624
AP012492,0.2894736842105263,0.3167372881355932,0.02726360392506688,0.29357798165137616,0.2611683848797251,-0.03240959677165106,0.21428571428571427,0.2076167076167076,-0.006669006669006661,0.125,0.14,0.015000000000000013,0.07560137457044673,0.06657018813314038,-0.009031186437306354
AP012495,0.2140221402214022,0.23483812129502965,0.02081598107362745,0.1786407766990291,0.18976339932399808,0.011122622624968964,0.14168937329700274,0.14453224573030843,0.002842872433305693,0.09482758620689655,0.10002681684097613,0.00519923063407958,0.05929919137466307,0.05304740406320542,-0.006251787311457653
AP012547,0.10638297872340426,0.0954637779282329,-0.01091920079517135,0.05747126436781609,0.07028531663187196,0.012814052264055867,0.04504504504504504,0.05449398443029016,0.009448939385245117,0.022222222222222223,0.03815694744420446,0.01593472522198224,0.006134969325153374,0.018368846436443792,0.012233877111290418
AP012551,0.18018018018018017,0.1573208722741433,-0.02285930790603688,0.16666666666666666,0.12565656565656566,-0.041010101010101,0.12043795620437957,0.10020790020790021,-0.020230055996479354,0.09281437125748503,0.07718550106609808,-0.01562887019138695,0.030952380952380953,0.04205400619743249,0.011101625245051538
AP012554,0.45,0.36278195488721804,-0.08721804511278197,0.33653846153846156,0.305327868852459,-0.03121059268600257,0.2236842105263158,0.22954545454545455,0.005861244019138762,0.17032967032967034,0.17317073170731706,0.0028410613776467253,0.10185185185185185,0.09840425531914894,-0.0034475965327029068
AP012978,0.07692307692307693,0.07009760425909495,-0.00682547266398198,0.07407407407407407,0.05840071877807727,-0.015673355295996803,0.044444444444444446,0.042922374429223746,-0.0015220700152207,0.0,0.028730305838739572,0.028730305838739572,0.025974025974025976,0.014111006585136407,-0.011863019388889569
AP013066,0.2698412698412698,0.2206085753803596,-0.04923269446091022,0.19696969696969696,0.18155410312273057,-0.015415593846966391,0.12935323383084577,0.13837920489296637,0.009025971062120608,0.09056603773584905,0.09405144694533762,0.003485409209488574,0.028391167192429023,0.05453020134228188,0.026139034149852854
AP013105,0.09523809523809523,0.09174311926605505,-0.003494975972040182,0.09090909090909091,0.07675753228120516,-0.014151558627885752,0.04477611940298507,0.061269146608315096,0.016493027205330024,0.04597701149425287,0.047372316802368614,0.0013953053081157407,0.025423728813559324,0.025,-0.0004237288135593223
AP014521,0.391304347826087,0.37677053824362605,-0.014533809582460921,0.3333333333333333,0.32098765432098764,-0.012345679012345678,0.23300970873786409,0.25675675675675674,0.023747048018892658,0.14393939393939395,0.1760299625468165,0.03209056860742254,0.0641025641025641,0.09465020576131687,0.030547641658752775
AP014565,0.24848484848484848,0.19738317757009347,-0.05110167091475501,0.2099644128113879,0.16100039077764752,-0.04896402203374037,0.13930348258706468,0.11936013125512715,-0.01994335133193753,0.10317460317460317,0.08090753424657535,-0.022267068928027822,0.048252911813643926,0.04108977221974096,-0.007163139593902967
AP014569,0.14285714285714285,0.10981098109810981,-0.033046161759033035,0.13157894736842105,0.09597806215722121,-0.035600885211199834,0.1,0.07742537313432836,-0.022574626865671646,0.07865168539325842,0.05177372962607862,-0.026877955767179808,0.05405405405405406,0.031341821743388835,-0.02271223231066522
AP014583,0.34375,0.33275762809441567,-0.01099237190558433,0.2644927536231884,0.27061044682190055,0.0061176931987121375,0.2216624685138539,0.21049046321525886,-0.01117200529859505,0.1610337972166998,0.14904552129221732,-0.011988275924482483,0.08250825082508251,0.07942811755361398,-0.003080133271468527
AP014624,0.36259541984732824,0.3229957109864731,-0.03959970886085512,0.28112449799196787,0.2658318425760286,-0.015292655415939271,0.20863309352517986,0.21016166281755197,0.0015285692923721061,0.15333333333333332,0.14249895528625156,-0.01083437804708176,0.08153701968134958,0.07816711590296496,-0.003369903778384614
AP014633,0.38578680203045684,0.3248979591836735,-0.060888842846783364,0.2566137566137566,0.27104451300132215,0.014430756387565524,0.22413793103448276,0.19980648282535074,-0.024331448209132023,0.16942148760330578,0.13899010931806352,-0.030431378285242255,0.09976798143851508,0.07338935574229692,-0.026378625696218155
AP014648,0.09090909090909091,0.10737885462555066,0.01646976371645975,0.1076923076923077,0.08573040045121263,-0.021961907241095063,0.08602150537634409,0.07106017191977078,-0.014961333456573314,0.061068702290076333,0.05038078500292911,-0.01068791728714722,0.02185792349726776,0.02054380664652568,-0.001314116850742078
AP014685,0.16037735849056603,0.09283387622149837,-0.06754348226906766,0.0945945945945946,0.0753652058432935,-0.019229388751301105,0.07886435331230283,0.06054983977061899,-0.01831451354168384,0.04176334106728538,0.04213241616509028,0.00036907509780489955,0.028119507908611598,0.01884798308966003,-0.009271524818951566
AP014800,0.03125,0.05997273966378919,0.028722739663789187,0.02127659574468085,0.0535224153705398,0.03224581962585894,0.015625,0.046104195481788846,0.030479195481788846,0.0,0.03453103126458236,0.03453103126458236,0.007575757575757576,0.015230842455973346,0.0076550848802157696
AP014821,0.348,0.3580387685290764,0.010038768529076425,0.2581967213114754,0.29419139155871293,0.035994670247237515,0.2182890855457227,0.2333182024512029,0.0150291169054802,0.14454976303317535,0.17083946980854198,0.026289706775366628,0.08424182358771061,0.09775641025641026,0.013514586668699646
BA000012,0.09836065573770492,0.09482071713147411,-0.003539938606230808,0.1015625,0.07842076798269335,-0.023141732017306654,0.08629441624365482,0.060898319096169745,-0.025396097147485072,0.058823529411764705,0.04108047270680923,-0.017743056704955476,0.023391812865497075,0.021814006888633754,-0.001577805976863321
BA000022,0.2289156626506024,0.25932666060054593,0.030410997949943536,0.20603015075376885,0.21805955811719502,0.01202940736342617,0.15384615384615385,0.17318435754189945,0.0193382036957456,0.10297482837528604,0.11713665943600868,0.014161831060722635,0.06375227686703097,0.06004618937644342,-0.0037060874905875535
BA000028,0.30962343096234307,0.33917835671342683,0.02955492575108376,0.2523148148148148,0.2684414864115363,0.016126671596721487,0.1934931506849315,0.20109024833434283,0.007597097649411327,0.14509246088193456,0.13903394255874674,-0.006058518323187823,0.0752157829839704,0.07373595505617977,-0.001479827927790625
BA000039,0.16666666666666666,0.19942748091603055,0.03276081424936389,0.2222222222222222,0.17094861660079053,-0.051273605621431684,0.13636363636363635,0.12238493723849372,-0.01397869912514263,0.10596026490066225,0.08306010928961749,-0.022900155611044762,0.08947368421052632,0.04223744292237443,-0.04723624128815189
BX908798,0.24742268041237114,0.3603238866396761,0.11290120622730498,0.2247191011235955,0.31542461005199307,0.09070550892839757,0.2007042253521127,0.24618320610687022,0.045478980754757536,0.15079365079365079,0.1719077568134172,0.021114106019766404,0.08602150537634409,0.08881199538638986,0.0027904900100457625
CP000031,0.045454545454545456,0.0781414994720169,0.032686954017471445,0.041666666666666664,0.06531049250535331,0.023643825838686648,0.027777777777777776,0.05314533622559653,0.025367558447818753,0.02857142857142857,0.03589177250138045,0.007320343929951883,0.007633587786259542,0.021848739495798318,0.014215151709538777
CP000038,0.21839080459770116,0.2121951219512195,-0.006195682646481654,0.13405797101449277,0.178117048346056,0.04405907733156322,0.09308510638297872,0.141718334809566,0.04863322842658728,0.07079646017699115,0.11182401466544455,0.0410275544884534,0.04814814814814815,0.07449856733524356,0.02635041918709541
