Accession,Pos1_Stop,Pos1_No_Stop,Pos1_difference,Pos2_Stop,Pos2_No_Stop,Pos2_difference,Pos3_Stop,Pos3_No_Stop,Pos3_difference,Pos4_Stop,Pos4_No_Stop,Pos4_difference,Pos5_Stop,Pos5_No_Stop,Pos5_difference
AE000511,0.14285714285714285,0.3112244897959184,0.16836734693877553,0.2222222222222222,0.2702702702702703,0.048048048048048075,0.3142857142857143,0.19642857142857142,-0.11785714285714285,0.20408163265306123,0.12337662337662338,-0.08070500927643785,0.05084745762711865,0.0625,0.011652542372881353
AE002098,0.0,0.12195121951219512,0.12195121951219512,0.0,0.08860759493670886,0.08860759493670886,0.1111111111111111,0.05263157894736842,-0.05847953216374269,0.09090909090909091,0.02702702702702703,-0.06388206388206388,0.07692307692307693,0.0,-0.07692307692307693
AE004092,0.13333333333333333,0.3401360544217687,0.20680272108843537,0.3333333333333333,0.2971014492753623,-0.03623188405797101,0.2857142857142857,0.23622047244094488,-0.04949381327334082,0.1956521739130435,0.16379310344827586,-0.03185907046476763,0.12280701754385964,0.0761904761904762,-0.046616541353383445
AE005176,0.5384615384615384,0.3670212765957447,-0.17144026186579375,0.48,0.27439024390243905,-0.20560975609756094,0.13043478260869565,0.1793103448275862,0.048875562218890556,0.16455696202531644,0.11851851851851852,-0.04603844350679792,0.08139534883720931,0.0703125,-0.011082848837209308
AE006468,0.125,0.1875,0.0625,0.13793103448275862,0.15479876160990713,0.016867727127148513,0.10869565217391304,0.10784313725490197,-0.0008525149190110742,0.07142857142857142,0.0777027027027027,0.0062741312741312755,0.014705882352941176,0.03873239436619718,0.024026512013256004
AE014299,0.2,0.2962962962962963,0.09629629629629627,0.18181818181818182,0.2549019607843137,0.07308377896613188,0.17647058823529413,0.20833333333333334,0.031862745098039214,0.14814814814814814,0.11627906976744186,-0.03186907838070628,0.06153846153846154,0.055900621118012424,-0.005637840420449118
AE015928,0.125,0.2755102040816326,0.15051020408163263,0.1875,0.2111111111111111,0.02361111111111111,0.1111111111111111,0.19318181818181818,0.08207070707070707,0.125,0.13414634146341464,0.009146341463414642,0.03333333333333333,0.06578947368421052,0.03245614035087719
AE016823,0.3,0.33633633633633636,0.03633633633633637,0.21739130434782608,0.28013029315960913,0.06273898881178305,0.1891891891891892,0.2078853046594982,0.018696115470309,0.14285714285714285,0.15648854961832062,0.013631406761177772,0.0603448275862069,0.06751054852320675,0.007165720936999846
AE017225,0.17647058823529413,0.3282828282828283,0.15181224004753416,0.13725490196078433,0.26519337016574585,0.12793846820496152,0.07692307692307693,0.20359281437125748,0.12666973744818055,0.08641975308641975,0.11920529801324503,0.03278554492682528,0.04395604395604396,0.05673758865248227,0.012781544696438309
AE017354,0.25,0.27835051546391754,0.028350515463917536,0.2857142857142857,0.23076923076923078,-0.054945054945054916,0.15789473684210525,0.18604651162790697,0.02815177478580172,0.09090909090909091,0.1566265060240964,0.06571741511500548,0.0,0.09090909090909091,0.09090909090909091
AL111168,0.5,0.3333333333333333,-0.16666666666666669,0.3333333333333333,0.2972972972972973,-0.036036036036036,0.2727272727272727,0.1875,-0.08522727272727271,0.14285714285714285,0.10344827586206896,-0.039408866995073885,0.0,0.07142857142857142,0.07142857142857142
AL123456,0.125,0.13527851458885942,0.010278514588859422,0.07142857142857142,0.12129380053908356,0.04986522911051214,0.11538461538461539,0.09192200557103064,-0.02346260981358475,0.05263157894736842,0.06051873198847262,0.007887153041104204,0.02127659574468085,0.03550295857988166,0.014226362835200807
AL590842,0.2727272727272727,0.22330097087378642,-0.04942630185348629,0.2631578947368421,0.1919191919191919,-0.07123870281765018,0.15625,0.13513513513513514,-0.021114864864864857,0.07692307692307693,0.10112359550561797,0.024200518582541047,0.06666666666666667,0.06976744186046512,0.0031007751937984496
AP009552,0.30303030303030304,0.26703296703296703,-0.03599733599733601,0.2602739726027397,0.23333333333333334,-0.026940639269406375,0.17796610169491525,0.19151515151515153,0.013549049820236275,0.1301775147928994,0.13824289405684753,0.008065379263948125,0.08,0.10228802153432032,0.022288021534320315
AP012205,0.18181818181818182,0.25,0.06818181818181818,0.1,0.2153846153846154,0.11538461538461539,0.09375,0.16393442622950818,0.07018442622950818,0.09523809523809523,0.11560693641618497,0.020368841178089736,0.09433962264150944,0.05555555555555555,-0.03878406708595389
BA000017,0.23076923076923078,0.4291497975708502,0.19838056680161942,0.34615384615384615,0.36199095022624433,0.01583710407239819,0.24675324675324675,0.28061224489795916,0.03385899814471241,0.2,0.18497109826589594,-0.015028901734104066,0.1092436974789916,0.08441558441558442,-0.02482811306340718
BX897699,0.25,0.30939226519337015,0.05939226519337015,0.2962962962962963,0.2469879518072289,-0.049308344489067374,0.25,0.20382165605095542,-0.046178343949044576,0.19148936170212766,0.14383561643835616,-0.0476537452637715,0.1,0.06015037593984962,-0.039849624060150385
CP001114,0.0,0.13744075829383887,0.13744075829383887,0.16666666666666666,0.0945273631840796,-0.07213930348258706,0.15384615384615385,0.09,-0.06384615384615386,0.15,0.05699481865284974,-0.09300518134715025,0.04,0.031914893617021274,-0.008085106382978727
CP001219,0.0,0.09090909090909091,0.09090909090909091,0.0,0.08333333333333333,0.08333333333333333,0.0,0.05172413793103448,0.05172413793103448,0.09090909090909091,0.02654867256637168,-0.06436041834271923,0.0,0.0,0.0
U00096,0.28421052631578947,0.20946915351506457,-0.0747413728007249,0.20394736842105263,0.17576664173522813,-0.028180726685824498,0.12385321100917432,0.13296616837136113,0.009112957362186813,0.10780669144981413,0.09672131147540984,-0.011085379974404286,0.06430868167202572,0.06451612903225806,0.00020744736023234345
