Accession,Pos1_Stop,Pos1_No_Stop,Pos1_difference,Pos2_Stop,Pos2_No_Stop,Pos2_difference,Pos3_Stop,Pos3_No_Stop,Pos3_difference,Pos4_Stop,Pos4_No_Stop,Pos4_difference,Pos5_Stop,Pos5_No_Stop,Pos5_difference
AE000511,0.3333333333333333,0.3333333333333333,0.0,0.10526315789473684,0.2846715328467153,0.17940837495197848,0.11428571428571428,0.19008264462809918,0.0757969303423849,0.1590909090909091,0.125,-0.03409090909090909,0.09803921568627451,0.06666666666666667,-0.03137254901960784
AE002098,0.5,0.16883116883116883,-0.33116883116883117,0.16666666666666666,0.1232876712328767,-0.04337899543378995,0.14285714285714285,0.1111111111111111,-0.031746031746031744,0.1111111111111111,0.08571428571428572,-0.02539682539682539,0.0,0.030303030303030304,0.030303030303030304
AE004092,0.25,0.3407821229050279,0.0907821229050279,0.3333333333333333,0.28484848484848485,-0.048484848484848464,0.17777777777777778,0.21333333333333335,0.03555555555555556,0.10909090909090909,0.15714285714285714,0.048051948051948054,0.04477611940298507,0.078125,0.03334888059701493
AE005176,0.4117647058823529,0.35051546391752575,-0.06124924196482717,0.40425531914893614,0.30386740331491713,-0.10038791583401901,0.109375,0.23170731707317074,0.12233231707317074,0.11764705882352941,0.11888111888111888,0.00123406005758947,0.031914893617021274,0.05970149253731343,0.027786598920292158
AE006468,0.14285714285714285,0.2009132420091324,0.05805609915198956,0.14634146341463414,0.16267942583732056,0.016337962422686425,0.09259259259259259,0.13580246913580246,0.043209876543209874,0.0684931506849315,0.09326424870466321,0.024771098019731708,0.04395604395604396,0.04891304347826087,0.004956999522216912
AE014299,0.5,0.3026315789473684,-0.19736842105263158,0.2727272727272727,0.2570093457943925,-0.01571792693288021,0.23529411764705882,0.21287128712871287,-0.022422830518345954,0.10416666666666667,0.15425531914893617,0.0500886524822695,0.06557377049180328,0.09142857142857143,0.025854800936768146
AE015928,0.25,0.2966101694915254,0.04661016949152541,0.2777777777777778,0.25892857142857145,-0.018849206349206338,0.22727272727272727,0.23148148148148148,0.004208754208754217,0.0625,0.15306122448979592,0.09056122448979592,0.0,0.10752688172043011,0.10752688172043011
AE016823,0.4666666666666667,0.3,-0.16666666666666669,0.375,0.25296442687747034,-0.12203557312252966,0.27450980392156865,0.19230769230769232,-0.08220211161387633,0.2,0.1409090909090909,-0.05909090909090911,0.0875,0.07804878048780488,-0.009451219512195116
AE017225,0.23214285714285715,0.3163265306122449,0.08418367346938777,0.15492957746478872,0.2596685082872928,0.1047389308225041,0.12790697674418605,0.1927710843373494,0.06486410759316336,0.11224489795918367,0.12987012987012986,0.017625231910946185,0.04424778761061947,0.03597122302158273,-0.008276564589036736
AE017285,0.0,0.11042944785276074,0.11042944785276074,0.0,0.09375,0.09375,0.0,0.0880503144654088,0.0880503144654088,0.07692307692307693,0.046052631578947366,-0.03087044534412956,0.06666666666666667,0.03333333333333333,-0.03333333333333333
AE017354,0.0,0.29591836734693877,0.29591836734693877,0.1111111111111111,0.26595744680851063,0.15484633569739953,0.1,0.1686746987951807,0.0686746987951807,0.07142857142857142,0.08,0.008571428571428577,0.0,0.014285714285714285,0.014285714285714285
AL111168,0.3333333333333333,0.29411764705882354,-0.039215686274509776,0.0,0.18181818181818182,0.18181818181818182,0.0,0.16279069767441862,0.16279069767441862,0.0,0.07692307692307693,0.07692307692307693,0.0,0.05263157894736842,0.05263157894736842
AL123456,0.2857142857142857,0.08673469387755102,-0.1989795918367347,0.125,0.06527415143603134,-0.05972584856396866,0.08695652173913043,0.047872340425531915,-0.03908418131359852,0.03225806451612903,0.02717391304347826,-0.005084151472650771,0.0,0.02185792349726776,0.02185792349726776
AL590842,0.23076923076923078,0.3026315789473684,0.07186234817813764,0.28125,0.23923444976076555,-0.04201555023923445,0.16326530612244897,0.171875,0.008609693877551033,0.08771929824561403,0.1358695652173913,0.04815026697177727,0.05714285714285714,0.07017543859649122,0.013032581453634083
AP009552,0.1891891891891892,0.28726877040261156,0.09807958121342236,0.17525773195876287,0.23748544819557627,0.06222771623681339,0.11029411764705882,0.20121951219512196,0.09092539454806314,0.09278350515463918,0.14041994750656167,0.04763644235192249,0.046610169491525424,0.09027777777777778,0.04366760828625235
AP012205,0.25,0.248,-0.0020000000000000018,0.1875,0.2231404958677686,0.0356404958677686,0.25,0.1826086956521739,-0.06739130434782609,0.10204081632653061,0.10047846889952153,-0.0015623474270090865,0.03225806451612903,0.04081632653061224,0.00855826201448321
BA000017,0.34615384615384615,0.42124542124542125,0.0750915750915751,0.2962962962962963,0.3551020408163265,0.058805744520030234,0.27848101265822783,0.2818181818181818,0.0033371691599539677,0.17307692307692307,0.18974358974358974,0.016666666666666663,0.10483870967741936,0.09714285714285714,-0.007695852534562217
BX897699,0.4117647058823529,0.27692307692307694,-0.13484162895927598,0.25,0.21666666666666667,-0.033333333333333326,0.23255813953488372,0.16568047337278108,-0.06687766616210264,0.17307692307692307,0.11875,-0.05432692307692308,0.12121212121212122,0.03424657534246575,-0.08696554586965546
CP001114,1.0,0.14566929133858267,-0.8543307086614174,0.14285714285714285,0.125,-0.01785714285714285,0.0625,0.09205020920502092,0.029550209205020925,0.041666666666666664,0.06060606060606061,0.018939393939393943,0.03125,0.026905829596412557,-0.004344170403587443
